messages,all_authors,timestamps,money
Let’s go team Johnny it’s 6:38am -Portland Oregon ,Laura Garcia,6:03,0
@voilent hippie LOL,Smartyzs,6:05,0
Isaac the Spirit Animal. Eating sammiches and what not,HOTR,6:06,0
What time??,samreen Iq,6:06,0
16:38 Madagascar,Lorry Jennifer,6:12,0
"just 22 mins left people calm down, It'll start at 10 am in Virginia time",Duygu,6:13,0
my jam,One nacho 123,6:13,0
unreliable lol... every attorney I saw said he was amazing,Crayon Writer,6:19,0
The kiss description situation had me laughing to tears. ,Fuddled Onion,6:20,0
I have it muted lol. I'll just come back on a bit :).,Natasha Richardson,6:20,0
Imma have to come back in 20 mins because this sounds ain’t it ,emily gusel,6:21,0
Apoyando desde Argentina,Fatima Peralta,6:22,0
Why couldn’t there be elevator music ,Annie Evans,6:23,0
loved Issac yesterday... he was quite entertaining,Missy,6:25,0
Ohhh thanks jenn,jessica van schalkwyk,6:25,0
okay ,jkhappy1234,6:27,0
"Elon musk earns , wait for it 400 MILLION per day !! an OBSCENE UNtaxed ammount , JD is poor compared to him",jStevieO,6:27,0
LIP TORQUE HAS ME DYINGGGG LMAO,Darien Cabral,6:28,0
Ambers has a history of pills alcohol…. This bs of little bo peep is so BS,Pmz,6:28,0
15.30 Germany,Cats with Hats,6:30,0
@grantlebon so creepy right!?,Vicki Flintoff,6:33,0
who are the witnesses today anyone know,Belinda Stewart,6:34,0
"ROBIN Hobday, I said the exact words yesterday,",Indigo,6:34,0
Where can I get a Team Johnny t-shirt?,Gregory,6:35,0
JUSTICE FOR JOHNNY DEPP :red_exclamation_mark::red_exclamation_mark::red_exclamation_mark::red_exclamation_mark::red_exclamation_mark:,Malu Tomaszek,6:35,0
amber knows she’s lost LOL,Smartyzs,6:36,0
KISS TORQUE,Suzy *,6:37,0
:hear_no_evil_monkey:,Daren,6:37,0
The amber supporters are really stretching more than her attorney ,LuchaNinja7,6:38,0
#JUSTICEFORAMICACREAM!!!!,M Beau,6:38,0
16:39 Turkey. ,harun sıcakyüz,6:39,0
Hopefully no more video deposition’s today,Q J,6:40,0
He just arrived at the courthouse ,Lisa,6:40,0
It’s starts 17:00 in GRECCE,Laura B,6:41,0
Thanksss,samreen Iq,6:43,0
"8:39AM, Panama City:sparkles:",Yenixenia Perez,6:46,0
I’m an attorney and I know he sucked lol ,BPark,6:47,0
dee...I know right!,Raider Rog,6:47,0
Ridiculous makeup questions .. he has eyes to see if she had makeup on ffs. ,Becky S,6:48,0
this makes me feel like I just died,Janet Lewis,6:48,0
WOW AMBER GOT HER BACK BLOWN OUT BY ELON MUSK AS SHE CHEATED ON JOHNNY DEPP,DT123,6:51,0
She was already charged with DV before hasn’t she? ,Brooke B,6:51,0
wondering if there will be a new movement to counter the #metoo movement directed at all these hateful women who have used DV for their own gain.,audelia flowers,6:53,0
"Can’t wait for Kate James testifying, Amber stole her story of SA and said it happened to her ",C.213,6:55,0
there’s 6 weeks of this guys. ,Hannah Allard,6:56,0
actually 15:40 🇩🇪,sm0ki,6:59,0
JUSTICE 4 JOHNNY:red_heart::red_heart::red_heart:,GongBaoChicken,7:00,0
ah that noise,L Dot,7:02,0
FOR PEOPLE IN AUSTRALIA IT STARTS AT 12AM! (IF UR IN AEST),ItsCocoOH,7:03,0
 It makes it all the more interesting because of how private of a person Johnny Depp has been. ,Amanda,7:04,0
:microphone::microphone::microphone:,Katie M McReynolds,7:04,0
beeeeeeeeeeepppppppppppp is ultra troll,bob ray,7:05,0
Guys when the Isaac started to laugh yesterday :face_with_tears_of_joy:,jessica van schalkwyk,7:06,0
I absolutely loved Issac on the stand yesterday. He was honest and likeable. You can tell he's a great guy and told the 100% truth. He is hilarious as well,JennBoogie613,7:06,0
If you you ‘hit a man enough he’s gonna leave’ and never come back best advice ever,Omg Aunty Suzanne,7:09,0
the it's interesting to listen her what she says :grimacing_face::neutral_face:,The Thinker,7:11,0
Johnny Depp looks so bloated is it true that he really drinks a lot,Ronald Jeffers,7:13,0
WOOOOO,Maria Osornio,7:15,0
I want to hear more about the mashed potatoes ,HOTR,7:15,0
15:40 Netherlands :smiling_face_with_sunglasses:,Batteraaf36,7:15,0
DO WE THINK HE’S GONNA WIN?????,Laura B,7:16,0
:musical_notes::musical_note::musical_notes::musical_notes: tune need to get this song downloaded onto Spotify,Cassie Dean,7:16,0
yayyyyy,Shelby Johnston-Fitch,7:16,0
It stopped,Aaisha Ditta,7:17,0
@Brooke B yeah she has,Sarah Hamilton,7:18,0
ITS STOPPED,Smartyzs,7:18,0
thanks,Belinda Stewart,7:20,0
Have i got deaf?,Talar Ohanes,7:21,0
"Be sure to HIT THAT LIKE BUTTON, Like & Subscribe so you get notified when we go live!",Nightbot,7:21,0
Omg it stopped,Sanna Freire,7:24,0
do you think amber will be wearing the same outfit as johnny did yesterday,AnonymousArmadillo,7:24,0
thank you!,HoneyK,7:25,0
yeyy,Rita Augusto,7:27,0
it is 15:40 in Sweden 🇸🇪,luluyrufus,7:28,0
:green_heart::green_heart::green_heart::green_heart::green_heart::green_heart::green_heart::green_heart::green_heart::green_heart::green_heart::green_heart::green_heart::green_heart::green_heart::green_heart::green_heart::green_heart::green_heart::green_heart::green_heart::green_heart::green_heart:,Ashleigh Smith,7:29,0
@brooke she sure has by her ex gf,audelia flowers,7:31,0
The tone you are hearing is a test of the Depp broadcasting system.. Please disregard.,R Guy,7:33,0
Ahhhhh....nothing like waking up and hearing a constant tone early in the morning ,chocol8milk,7:33,0
IT'S 15:40 here in Denmark.,Begitte Olsen,7:33,0
"exactly the kind of witness you want... he was honest, he admitted he is Johnnys friend, I know you don't have friends BPark, but they are other people outside your head that you communicate with",Crayon Writer,7:34,0
finally,MK&MCBG,7:34,0
does anyone know who are the witnesses today?,Lisa,7:35,0
Good morning from New Jersey. Where is everyone from??:red_heart::red_heart::red_heart:,Ann Marie,7:37,0
woooo hooo here goes todays CIRCUS,jStevieO,7:37,0
D you need if amber applied AMICA cream? :zany_face:,Pmz,7:40,0
What time will it begin US. EST.?,silchairsm,7:45,0
thank god the beeping stopped!,Marlene Flanagan,7:46,0
@kezzy what evidence bahaha ,Darien Cabral,7:48,0
Please bring back isaac! he was the highlight yesterday!,Anime FP,7:48,0
blew out me ear drums,L Dot,7:48,0
Justice for Amber:orange_heart:,Ronald Jeffers,7:48,0
11.40pm in australia 🇦🇺 ,Laura Olsson,7:48,0
20 minutes,Karla,7:49,0
when does it start UK?,Cerys Hughes,7:50,0
Oh no I’m deaf!,Michelle Skelly,7:50,0
hurr durr why is there no sound,sm0ki,7:50,0
WILL HE WIN???,Laura B,7:53,0
justice for Johnny ,Aero Orlye,7:53,0
its starting everyone,Keira Pye,7:55,0
I’m from Illinois ,Sue,7:56,0
when is it starting?,M Beau,7:58,0
Hi all from the UK,Donna Morrell,7:59,0
Thank goodness. My head was about to explode :exploding_head:,Andrea Huerta,8:00,0
So 15:40 in Germany. Thanks🇩🇪🇩🇪🇩🇪,samreen Iq,8:01,0
"Lol, armadillo",audelia flowers,8:01,0
in 20 min it starts,Alira Auditore,8:04,0
uk fam ,Smartyzs,8:05,0
it will start in 20 minutes,MK&MCBG,8:05,0
in the middle of the 21st century and we have this transmission noise from the 60's.,Altobelli Nuñez,8:06,0
@BPark if you’re an attorney why are you so biased and ignorant to facts? Kinda strange,C.213,8:06,0
my songs gone :pensive_face::pensive_face::pensive_face:,Cassie Dean,8:06,0
"HELLO SWEDEN... MY DEAR "" NEIGHBOR",Begitte Olsen,8:06,0
3PM UK,NurRayArt,8:06,0
"Texas in the house. Hello, World..",HOTR,8:07,0
#JusticeForJohnny ,hanna dunbar,8:07,0
Hi from France,9.4 BJZ,8:08,0
Good morning from Montreal ,MistieBlue,8:09,0
alguien que lo traduzca a español :pleading_face:,Rocio Lopez Stivala,8:09,0
"Civil suit no jail time, questionable monitory results perhaps in the end, this is about reputation but doubtful it helps either.",Sclady48,8:09,0
Goodmorning from Italy it’s 15:40 here,Madelon S,8:10,0
Holland Anne Marie,jStevieO,8:10,0
UK,Surfer Rosa,8:10,0
Johnny looks so unhappy and unhealthy..I hope he gets better..,Going about my Fathers business,8:11,0
"IRELAND :four_leaf_clover:🇮🇪:four_leaf_clover:,Just Droped In,,,, how's Everyone doing in Chat,, ELON Makes 400mil Aday,,Sickning, So So wrong",Trevor Stewart,8:11,0
is it starting now?????,JessiieT,8:11,0
Starts at 3pm uk time,Mira Maria,8:12,0
11:40pm Melbourne Australia 🇦🇺,Rebecca Buxton,8:13,0
justice for amber? lol justice for what?,Crayon Writer,8:13,0
Canada,K D,8:14,0
hi from Wales all,Vicki Flintoff,8:15,0
Thank you,silchairsm,8:16,0
what time does it start?,Karol Escandón,8:16,0
Starts in 20 mns,Sarah D,8:18,0
uk it starts at 3,Jaipreet Kalsi,8:18,0
Ohio here on #TeamDepp,Cheryll,8:18,0
When does it start for people in France ,Lou,8:19,0
Amica cream fixes broken noses too,Soleil Deas,8:19,0
Hi from Scotland,Jackie Kerr,8:19,0
Find out where you can watch Law&Crime Network In your area or even on YoutubeTV! https://lawandcrime.com/where-to-watch/,Nightbot,8:20,0
Amber applying her amica cream ,Talar Ohanes,8:20,0
Iowa here,Kate Sirneelia,8:20,0
I’m in China and we in lockdown ,jessica van schalkwyk,8:21,0
I'm uk Dorset justice for Johnny justice for Johnny justice for Johnny justice for Johnny justice for Johnny justice for Johnny justice for Johnny justice for Johnny,Sophia goulden,8:21,0
what about the DRUGS? did he do the DRUGS?,Marlene Flanagan,8:22,0
uk,Keira Pye,8:25,0
Literally gonna be up all night watching this,ItsCocoOH,8:26,0
in a perfect world Johnny wins and amber never works again :flexed_biceps:,One nacho 123,8:26,0
Amica miracle Cream :rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::face_with_tears_of_joy::face_with_tears_of_joy::loudly_crying_face:,luluyrufus,8:27,0
@crayon writer - yes like attorneys and judges and ppl with degrees and brains :face_with_tears_of_joy: ,BPark,8:27,0
I’m in love with Isaac,Luv4Pug,8:28,0
"Whoever said that Isaac is a reliable witness for money, you do realize that everything he was saying matched up with what was on the camera footage? He was being honest.",LuchaNinja7,8:28,0
Funny enough how Amber has a history with causing DV with exes yet NO ONE has ever come out confirming JDs accusations? I’m just saying y’all. ,Brooke B,8:29,0
Her lawyers are annoying & repetitive. ,Becky S,8:30,0
JOHNNY!!!! :red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart:,Valentanie Fantasy,8:31,0
prediction: amber will be wearing AMICA cream and the same outfit as Johnny’s yesterday ,AnonymousArmadillo,8:31,0
'amber what do you think' it's johnny Depp,Broos Verbeurgt,8:32,0
time for my morning blunt and get ready for the trial #TEAM AMBER,gokeep,8:32,0
"09:39Thursday, April 14, 2022 (EDT)Time in Virginia, USA",cristian cornejo,8:32,0
19 MINUTES LEFT ,Laura B,8:33,0
Hi from Poland :green_heart:,Caroline,8:33,0
If he loses this case riots will happen ,Aaisha Ditta,8:33,0
wgi likes ISOPODS :grinning_face:,L Dot,8:33,0
Hey Begitte Olsen 🇩🇰 følger også lidt med her :hugging_face:,Camilla Cavantier,8:33,0
Require Isaac podcast. The art of kids torque. ,Darien Cabral,8:34,0
Did i miss something? :face_screaming_in_fear:,NallelyS,8:35,0
"Hi from Montreal, Canada",M Beau,8:35,0
3.41 pm in germany,Lynn,8:35,0
We beeeppp free lol :grinning_squinting_face: ,Renee Mitchell,8:36,0
20 minutes,Knilat 846,8:36,0
GREEN HEART FOR JOHNNY,xXChloXx,8:37,0
"The tone is used so that stations can test their audio. It's also used to make sure our brains are ready to go for another day of testimony, did it work? Are ya ready? :slightly_smiling_face:",Addi Talks True Crime & Trials,8:37,0
this is the only case they filed against amber there is other case too ???,The Thinker,8:38,0
u k. hear,Cassie Dean,8:41,0
It’s 10:40pm South Korea~,hanna dunbar,8:42,0
Uhhhhhhh,Maria Osornio,8:45,0
alguien que vaya traduciendo al español xfa,Fatima Peralta,8:46,0
Johnny depp has the power of the founding titan.. he already knows how this all plays out. ,jack,8:49,0
"Good morning from SF Bay Area, California :sun_with_face: ",Tami Z,8:52,0
Late start. By Heard’s attorneys story that must mean everyone is doing drugs,H,8:52,0
9:41 in florida ,Hannah Allard,8:54,0
I thought lawyer was going to try & accuse JD's friend bruising her cheek by kissing it too hard lol.,Jenilee,8:54,0
in Germany it's 15:41 (3:41pm) and I think it will start at 16:00 (4pm) (10am Virginia),Marilyn Singh,8:54,0
#JusticeforJohnnyDepp,Sussan Fordham,8:54,0
I Have been waiting all day ,jessica van schalkwyk,8:54,0
"HAVE A GREAT MORNING, EVENING AND NIGHT FROM DENMARK",Begitte Olsen,8:56,0
UK JD 4 THE WIN!,Kumo Strife,8:58,0
Johnny Depps career was going great until he got with Amber Heard. The proof is in the pudding guys :woman_shrugging:,SweetDreamz,8:58,0
2.41pm in Scotland :black_flag: ,Jenah pollock,8:59,0
Cheers @Mira,Surfer Rosa,9:00,0
oh no ,Shelby Johnston-Fitch,9:01,0
🇩🇿🇩🇿hello from algeria,Nesrine sh,9:02,0
It’s 5:41 dubai,Ayaa,9:03,0
"Yes Admin, I am awake now",Brooke B,9:03,0
It’s baCK!!,Aaisha Ditta,9:04,0
Noooooooo,Liya Rem,9:05,0
vayan traduciendo a español,Rocio Lopez Stivala,9:05,0
Does anyone else find it annoying when the sister kept saying “mom would xyz” rather than “our mom” or “my mom”. It irks me when ppl do that. She’s not my mom lady. Never mind…ranting.,Chanley,9:07,0
Omg noooooooooo,Talar Ohanes,9:07,0
Again:loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face:,Laura B,9:07,0
noooo,Rita Augusto,9:08,0
We be ready!,Michelle Skelly,9:08,0
EVERYONE SAY WILLY WONKAAAAAAAAAAAA,xXChloXx,9:09,0
"Anime fp i think they will bring him back again, the judge said he still has to follow witness guidelines",audelia flowers,9:10,0
here’s my favourite noise again,Smartyzs,9:10,0
"Vicky Flintoff,,Hi Over In Wales,,, big Hello From Dublin City Ireland :four_leaf_clover:🇮🇪:four_leaf_clover:",Trevor Stewart,9:11,0
siii alguien que traduzca al español:(,Fabiana Espinoza,9:12,0
@M Beauchemin same lol ,Knilat 846,9:12,0
really?,Altobelli Nuñez,9:13,0
JUSTICE FOR AMBER :red_heart: ,BPark,9:13,0
down with amber!,yikes,9:14,0
What's your favourite Johnny Depp movie/film?,NurRayArt,9:14,0
What a tease,Andrea Linda,9:14,0
oh god,Anime FP,9:15,0
BEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEP,Yuki,9:16,0
BEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEE...,Benji James,9:17,0
back again,Elena Marcia,9:17,0
YES WE ARE READY ,Létha,9:17,0
hey from germany,Lynn,9:18,0
here we go gunna be a good night,Belinda Stewart,9:19,0
Ughhhhhhhhhh,Kassie Rodriguez,9:19,0
It's 9:41am in Canada 🇨🇦:growing_heart:,sTassadar,9:20,0
NO WHYY,Maria Constantin,9:20,0
Not again :rolling_on_the_floor_laughing:,Sarah D,9:21,0
They brought my JAM back! :grinning_face_with_big_eyes:,One nacho 123,9:21,0
beepppppppp,Karla,9:22,0
NOT AGAIN,Maria Osornio,9:22,0
wales,Pissin Excellence,9:24,0
🇦🇷:green_heart::red_heart::green_heart: JD !!!! :hundred_points::hundred_points::hundred_points::hundred_points:,María Silvana Retamar,9:25,0
rise and shine,Elena Tucker,9:25,0
bro when does this start California time,Tristan Gomez,9:26,0
yes my bops back tunnnnnne,Cassie Dean,9:26,0
beeeeeeeeppppp,Gabija dukanauskaite,9:27,0
Shout out to Cassie from UK,Soleil Deas,9:27,0
Lucky boy Isaac lived free in a art deco buildings penthouse:smiling_cat_with_heart_eyes:,darkshine,9:28,0
9.42pm in Malaysia,Sciencegirl,9:28,0
Thanks Addie :face_with_tears_of_joy:,Siobhan Brogan,9:30,0
loving the soundtrack :face_with_tears_of_joy::face_with_tears_of_joy:,Ellie-Bomber,9:30,0
omg,X C,9:30,0
Why no music but the static sound?,Ayca Gurelman,9:31,0
all tou people who think that shes going down or hes getting justice are fools only thing to come from this is money he wants it so he decided to drag them both down to get it,jlillicrapp,9:31,0
oooooooooooooo,Jackie Mendez,9:32,0
to be honest I don't think JD will win. only bc it's about the article,Jessica Foss,9:34,0
Amber reminds me of Jodi Arias and Johnny got out just a little late but with his life thankfully,Deidre Smith,9:35,0
the sound is killing me over hear,SilverFox ,9:37,0
:postal_horn:,L Dot,9:38,0
"AH, exercise time.",92RedRevolver,9:39,0
"Honestly everyone, look at ambers lawyers faces and how they glance over at Johnny occasional it’s like they don’t want to be there lol ",Darien Cabral,9:40,0
Yalllllll,Laura B,9:40,0
we are ready,Nesrine sh,9:40,0
HONDA CIVIC,AnonymousArmadillo,9:43,0
Isaac was justice for Johnny Amber is evil,Madelon S,9:43,0
Beeeeeeeeep ,K T,9:43,0
BRING:clapping_hands:BACK:clapping_hands:ISAAC:clapping_hands:,ツ,9:43,0
ohhh yes lets go,M Beau,9:45,0
I TURNED RHE SOUND OFF ..BUT I CAN STILL HEAR IT. ANNOYING,Begitte Olsen,9:45,0
dude really,Sophia goulden,9:45,0
Gaslight queen,Liberty's Sweetheart,9:46,0
mr camera mann THE AUDIO BRO ,Shelby Johnston-Fitch,9:47,0
JUSTICE FOR JOHNNY!!!!!,Courtenay Pecina,9:48,0
OH,Elena Marcia,9:48,0
@BPark please seek help :slightly_smiling_face: ,Benji James,9:48,0
Beeeeeeeeeepppp,Millizzzzz,9:48,0
@Nesrine sh SAME HERE 🇩🇿🇩🇿🇩🇿🇩🇿🇩🇿,sxvnkiss huh,9:49,0
:loudly_crying_face::loudly_crying_face::loudly_crying_face::hear_no_evil_monkey::hear_no_evil_monkey::hear_no_evil_monkey:,Andrea Huerta,9:49,0
m y earrssss aahahaha,Josei To Kitsune 女性とキツネ,9:50,0
Yeah Scotland in the house :collision::collision::collision::collision::collision::collision::collision:,Jackie Kerr,9:51,0
LETS GO JOHNNYYY,C.213,9:51,0
Buenos dias desde argentina,Fatima Peralta,9:51,0
FIXED AUDIO PLS ,Knilat 846,9:51,0
wtf is going on :grinning_face:,Altobelli Nuñez,9:51,0
making that :money_bag:,David Mares,9:52,0
This beep is horrible!!!!!,Christian Robinson,9:52,0
anyone from Texas,Belinda Stewart,9:52,0
its happening ,Gigliola Gagliardi garcia,9:53,0
